url,name,price,rating,reviews,description,asin,manufacturer
/sspa/click?ie=UTF8&spc=MTo4NDY5MDM1MDc1MzY3MjQzOjE2NzUyNzI2Mjk6c3BfYnRmOjIwMTA0MTQwMjYzNDk4OjowOjo&url=%2FLaptop-Backpack-compartments-Office-Business%2Fdp%2FB09MVT5KL3%2Fref%3Dsr_1_278_sspa%3Fkeywords%3Dbags%26qid%3D1675272629%26sprefix%3Dba%252Caps%252C283%26sr%3D8-278-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,"Urban Tribe Atlas 24L Laptop Backpack for men and women | Fits upto 15.6 inch Laptop | 3 compartments | Office, Business, Casual Use","₹1,798",4.2 out of 5 stars,,,,
https://aax-eu.amazon.in/x/c/RAA-wdd2JEocyIGr9MTL3YoAAAGGDgeu1gMAAAH2AQBOL0EgICAgICAgICAgICBOL0EgICAgICAgICAgICAZ0hQd/https://www.amazon.in/dp/B082PMDYR7?pd_rd_i=B082PMDYR7&pf_rd_p=cbfd6809-5a3a-4d5d-a1b3-c5abcf5b2572&pf_rd_r=G360FXS2D0HFBES0SRKH&pd_rd_wg=9s5oc&pd_rd_w=i4OxW&pd_rd_r=937c4522-39b6-44bb-91d4-878d2bc8d73a,Scarters | Ultimate Premium Laptop Backpack for Business in Water Resistant Anti-Abrasive Nylon Fabric: Terminal ~ Navy Blue for up to 15.6 inch Laptop/MacBook,"₹12,399",4.6 out of 5 stars,,,,Visit the Scarters Store
/sspa/click?ie=UTF8&spc=MTozNDcwODA0Mjg5NDMyMjA4OjE2NzUyNzI2MzE6c3BfYXRmX25leHQ6MjAxMDQxNDAyNjM2OTg6OjA6Og&url=%2FUrban-Tribe-Laptop-Backpack-Havana%2Fdp%2FB01LXNNFDF%2Fref%3Dsr_1_273_sspa%3Fkeywords%3Dbags%26qid%3D1675272631%26sprefix%3Dba%252Caps%252C283%26sr%3D8-273-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,"URBAN TRIBE Havana 15.6"" inch Laptop Backpack for Men and Women | 27L Office/Work/Casual Bag | Water Repellent | Black",₹998,3.9 out of 5 stars,,,,
/sspa/click?ie=UTF8&spc=MTozNDcwODA0Mjg5NDMyMjA4OjE2NzUyNzI2MzE6c3BfYXRmX25leHQ6MjAwOTg0NjQyODk3OTg6OjA6Og&url=%2FRed-Lemon-Backpack-Multifunctional-Charcoal%2Fdp%2FB0BGSV19KZ%2Fref%3Dsr_1_274_sspa%3Fkeywords%3Dbags%26qid%3D1675272631%26sprefix%3Dba%252Caps%252C283%26sr%3D8-274-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,Red Lemon Swiss Cut Design Medium 26 L Laptop Backpack Outdoor Backpack fits 15.6 inch Multifunctional Laptop Bag Backpack for Men and Women with USB port Anti Theft Travel Backpack,"₹1,899",4.4 out of 5 stars,,,,
/F-Gear-String-LTR-Gym-Bag/dp/B07L4ZNBPQ/ref=sr_1_275?keywords=bags&qid=1675272631&sprefix=ba%2Caps%2C283&sr=8-275,F Gear String 13 Ltr Gym Bag (Black),₹199,4.2 out of 5 stars,,,,
/Compartment-Black-Bottle-Wristband-Fitness/dp/B0BPNZV6F6/ref=sr_1_276?keywords=bags&qid=1675272631&sprefix=ba%2Caps%2C283&sr=8-276,"Hang It Gym Bag Combo for Men ll Gym Bag with Shoe Compartment and , Black Bottle, Black Wristband, Black Gloves ll Gym kit for Men and Women ll Gym Bag & Fitness Kit & Gym Bag Combo (Black)",₹599,5.0 out of 5 stars,,,,
/Aavishkar-Polyster-Weight-Laptop-Backpack/dp/B08DLL3794/ref=sr_1_277?keywords=bags&qid=1675272631&sprefix=ba%2Caps%2C283&sr=8-277,Truvic Polyster Black Light Weight Laptop Bag 30 ltrs Laptop Backpack for Upto 15.6 inch Laptop (Black),₹599,3.4 out of 5 stars,,,,
/F-Gear-Blow-Laptop-Backpack/dp/B078J63VRY/ref=sr_1_278?keywords=bags&qid=1675272631&sprefix=ba%2Caps%2C283&sr=8-278,"F Gear Blow Laptop Backpack With Rain Cover 32 Liters (Black,Grey) Sch Bag","₹1,096",4.3 out of 5 stars,,,,
/Messenger-Water-resistant-Briefcase-Multiple-Men-Black/dp/B0B6G58BYC/ref=sr_1_279?keywords=bags&qid=1675272631&sprefix=ba%2Caps%2C283&sr=8-279,"Arctic Hunter Laptop Bag,Messenger bags for Men and Women Laptop Sling Bag with Handle Water-resistant Laptop Briefcase for 15.6 inch Laptop Multiple Pockets Travel Office For Men.Black","₹2,849",4.5 out of 5 stars,,,,
/Nivia-5227-Junior-Others-Orange/dp/B08D7QKCX5/ref=sr_1_280?keywords=bags&qid=1675272631&sprefix=ba%2Caps%2C283&sr=8-280,"Nivia 5227 Pulse Junior Bag, Others (Orange) (ORNAGE)",₹369,3.7 out of 5 stars,,,,
/Skybags-Riddle-Blue-Casual-Backpack/dp/B08Z298H44/ref=sr_1_281?keywords=bags&qid=1675272631&sprefix=ba%2Caps%2C283&sr=8-281,Skybags Riddle 2 Blue 45 Cms Casual Backpack,"₹1,143",4.4 out of 5 stars,,,,
/Isle-Locada-Hidesign-Womens-Sling/dp/B07SYJL1P7/ref=sr_1_282?keywords=bags&qid=1675272631&sprefix=ba%2Caps%2C283&sr=8-282,Hidesign Women Sling Bag (Blue),"₹1,999",4.4 out of 5 stars,,,,
/sspa/click?ie=UTF8&spc=MTozNDcwODA0Mjg5NDMyMjA4OjE2NzUyNzI2MzE6c3BfbXRmOjIwMDIyMzA1MzQ2MzA2OjowOjo&url=%2FCOSMUS-Polyester-Multi-functional-Convertible-15-6-Inch%2Fdp%2FB07D1R1K84%2Fref%3Dsr_1_283_sspa%3Fkeywords%3Dbags%26qid%3D1675272631%26sprefix%3Dba%252Caps%252C283%26sr%3D8-283-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,COSMUS Agility Convertible Backpack Messenger Bag Shoulder bag Laptop Case Handbag Business Briefcase Multi-functional Travel Bag Fits 15.6 Inch Laptop,"₹1,862",4.2 out of 5 stars,,,,
/sspa/click?ie=UTF8&spc=MTozNDcwODA0Mjg5NDMyMjA4OjE2NzUyNzI2MzE6c3BfbXRmOjIwMTAzOTY5MjQ1NTk4OjowOjo&url=%2FVertical-Polyester-Backpack-8903496163575-33X16X47%2Fdp%2FB09FGH5JFP%2Fref%3Dsr_1_284_sspa%3Fkeywords%3Dbags%26qid%3D1675272631%26sprefix%3Dba%252Caps%252C283%26sr%3D8-284-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,The Vertical Unisex 25 Ltrs Laptop Backpack (Up to 14 Inch) With 2 Compartments,₹700,3.5 out of 5 stars,,,,
/Chumbak-Elephant-Rickshaw-Laptop-Bag/dp/B07XKTZ4PY/ref=sr_1_285?keywords=bags&qid=1675272631&sprefix=ba%2Caps%2C283&sr=8-285,Chumbak laptop Bag,"₹3,495",4.4 out of 5 stars,,,,
/AirCase-C26-Messenger-Laptop-Shoulder/dp/B07P417566/ref=sr_1_286?keywords=bags&qid=1675272631&sprefix=ba%2Caps%2C283&sr=8-286,"AirCase Laptop Messenger Bag Case Cover Pouch for 13.3-Inch, 14-Inch Laptop Bag for Men & Women (Blue)",₹949,4.1 out of 5 stars,,,,
/HP-Odyssey-Backpack-15-6-inch-Laptop/dp/B012K57MYE/ref=sr_1_287?keywords=bags&qid=1675272631&sprefix=ba%2Caps%2C283&sr=8-287,HP Odyssey Backpack for 15.6-inch Laptop (Grey/Green),"₹2,459",4.5 out of 5 stars,,,,
/Stylish-Fashionable-Traveling-Backpack-Waterproof/dp/B09CM9HJ9F/ref=sr_1_288?keywords=bags&qid=1675272631&sprefix=ba%2Caps%2C283&sr=8-288,"Funtoos Stylish, Fashionable & Simple Bag For Ladies/Girls/Women School,College,Traveling Bag Casual Backpack, Waterproof Backpack (10 L) (, 12 inch) Waterproof School Bag (PINK)",₹399,3.3 out of 5 stars,,,,
/LEGAL-BRIBE-Womens-Checkered-Sling/dp/B098JQJ7VV/ref=sr_1_289?keywords=bags&qid=1675272631&sprefix=ba%2Caps%2C283&sr=8-289,LEGAL BRIBE Checkered Sling,₹760,3.8 out of 5 stars,,,,
/ADISA-BP005-Weight-Casual-Backpack/dp/B07F3VDBV5/ref=sr_1_290?keywords=bags&qid=1675272631&sprefix=ba%2Caps%2C283&sr=8-290,ADISA Light Weight Laptop Backpack 32 Ltrs,₹499,4.0 out of 5 stars,,,,
/Fargo-Handbag-Women-Girls-Light5pc/dp/B09N3K2ZCP/ref=sr_1_291?keywords=bags&qid=1675272631&sprefix=ba%2Caps%2C283&sr=8-291,Fargo Handbag For Women And Girls COMBO SET OF 5 (Light5pc),₹499,3.2 out of 5 stars,,,,
/DZert-School-Plush-Backpacks-Cartoon/dp/B08BCP78YF/ref=sr_1_292?keywords=bags&qid=1675272631&sprefix=ba%2Caps%2C283&sr=8-292,DZert Kids School Bag Soft Plush Backpacks Cartoon Boys Girls Baby (2-5 Years),₹299,3.7 out of 5 stars,,,,
/sspa/click?ie=UTF8&spc=MTozNDcwODA0Mjg5NDMyMjA4OjE2NzUyNzI2MzE6c3BfYnRmOjIwMTA0MTQwMjYzMzk4OjowOjo&url=%2FUrban-Backpack-Repellent-litres-Laptop%2Fdp%2FB08X2FD3T8%2Fref%3Dsr_1_293_sspa%3Fkeywords%3Dbags%26qid%3D1675272631%26sprefix%3Dba%252Caps%252C283%26sr%3D8-293-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,Urban Tribe Amigo Backpack 15.6 Inch| Water Repellent |31 litres | Laptop Backpack for Men and Women,"₹1,998",3.9 out of 5 stars,,,,
/sspa/click?ie=UTF8&spc=MTozNDcwODA0Mjg5NDMyMjA4OjE2NzUyNzI2MzE6c3BfYnRmOjIwMDc4OTIwNzc5Mzk4OjowOjo&url=%2FScanSmart-Backpack-Designed-blend-function-612014%2Fdp%2FB09V1GJ7D6%2Fref%3Dsr_1_294_sspa%3Fkeywords%3Dbags%26qid%3D1675272631%26sprefix%3Dba%252Caps%252C283%26sr%3D8-294-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,"Wenger 17.5"" ScanSmart Laptop Backpack, 30 Litres, Black, Swiss Designed-blend of style & function, 612014","₹5,600",4.0 out of 5 stars,,,,
https://aax-eu.amazon.in/x/c/RBntp1QrbZe0QtATOfRoPZ0AAAGGDge1EAMAAAH2AQBOL0EgICAgICAgICAgICBOL0EgICAgICAgICAgICAYCKWA/https://www.amazon.in/dp/B082PMDYR7?pd_rd_i=B082PMDYR7&pf_rd_p=cbfd6809-5a3a-4d5d-a1b3-c5abcf5b2572&pf_rd_r=478VS2S5RSGR815P5R8A&pd_rd_wg=p5zeE&pd_rd_w=oKoOo&pd_rd_r=aaaaba8d-f9a4-46d5-87c1-e892f5aa327a,Scarters | Ultimate Premium Laptop Backpack for Business in Water Resistant Anti-Abrasive Nylon Fabric: Terminal ~ Navy Blue for up to 15.6 inch Laptop/MacBook,"₹12,399",4.6 out of 5 stars,,,,Visit the Scarters Store
/sspa/click?ie=UTF8&spc=MToxMzQyMDc5OTQwNDc2MzE2OjE2NzUyNzI2MzM6c3BfYXRmX25leHQ6MjAxMDQxNDAyNjM2OTg6OjA6Og&url=%2FUrban-Tribe-Laptop-Backpack-Havana%2Fdp%2FB01LXNNFDF%2Fref%3Dsr_1_289_sspa%3Fkeywords%3Dbags%26qid%3D1675272633%26sprefix%3Dba%252Caps%252C283%26sr%3D8-289-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,"URBAN TRIBE Havana 15.6"" inch Laptop Backpack for Men and Women | 27L Office/Work/Casual Bag | Water Repellent | Black",₹998,3.9 out of 5 stars,,,,
/sspa/click?ie=UTF8&spc=MToxMzQyMDc5OTQwNDc2MzE2OjE2NzUyNzI2MzM6c3BfYXRmX25leHQ6MjAxMDQxNDAyNjQyOTg6OjA6Og&url=%2FURBAN-TRIBE-Move-Backpack-Repellent%2Fdp%2FB0BP1QM6W5%2Fref%3Dsr_1_290_sspa%3Fkeywords%3Dbags%26qid%3D1675272633%26sprefix%3Dba%252Caps%252C283%26sr%3D8-290-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1%26smid%3DA385M0TPSNV7VS,URBAN TRIBE Move Travel/Office/Casual/Laptop Backpack,₹798,3.5 out of 5 stars,,,,
/Kuber-Industries-Embroidery-Occasions-HS_38_KUBMART21477/dp/B095C9DPDM/ref=sr_1_291?keywords=bags&qid=1675272633&sprefix=ba%2Caps%2C283&sr=8-291,"Kuber Industries Embroidery Small Hand Bag, Tote Bag, Purse For Daily Trips, Travel, Office & All Occasions For Women & Girls (Gold)-HS_38_KUBMART21477",₹126.86,3.7 out of 5 stars,,,,
/FATMUG-Crossbody-Shoulder-Girls-Casual-Trekking/dp/B08MXRJ811/ref=sr_1_292?keywords=bags&qid=1675272633&sprefix=ba%2Caps%2C283&sr=8-292,"FATMUG Crossbody Bagpack One Shoulder Chest Sling Bag for Men, Women, Boys & Girls-Casual Daypack, Office, College, Travel, Hiking, Trekking, Cycling, Can hold a 10 inch Tablet, Student Bag-Multicolor",₹999,4.1 out of 5 stars,,,,
/Resistance-Backpack-Students-Compartment-50x37x26Cm/dp/B09X5Y2CB2/ref=sr_1_293?keywords=bags&qid=1675272633&sprefix=ba%2Caps%2C283&sr=8-293,wooum 48 L Casual Water Resistance Laptop Bag / Backpack for Men Women Boys Girls / Office School College Teens & Students with 15.6 Inch Laptop Compartment 50x37x26Cm,₹597.55,3.7 out of 5 stars,,,,
https://aax-eu.amazon.in/x/c/RN-abwwceFAK28lE8G08hpAAAAGGDge7mAMAAAH2AQBOL0EgICAgICAgICAgICBOL0EgICAgICAgICAgICDSrWre/https://www.amazon.in/dp/B082PKX18C?pd_rd_i=B082PKX18C&pf_rd_p=93240040-7510-4cf9-a1aa-e295d190738a&pf_rd_r=Q0EQ692A9Z28FAAGYYTH&pd_rd_wg=Jo4hN&pd_rd_w=FRO5c&pd_rd_r=dd616ac8-97e0-4e95-bbf2-bf1083f1b72c,Artistix 25 ltrs (30 cms)backpack(Talon_40cm_black),₹999,4.3 out of 5 stars,,"Business Casual Charging Pack. USB CHARGING, GUARD AGAINST THEFT, WATER REPELLENT FABRIC. For Business travel. Structure: Laptop / Ipad Pocket / Phone / Document / Camera / Zipper Pockets.... Capacity: 15.6 Inches Laptop / I pad / Clothes / water bottle/ Umbrella / Cosmetic. No of Compartment : 1",,Visit the Artistix Store
/Isle-Locada-Hidesign-Womens-Sling/dp/B07SYJL1P7/ref=sr_1_294?keywords=bags&qid=1675272633&sprefix=ba%2Caps%2C283&sr=8-294,Hidesign Women Sling Bag (Blue),"₹1,999",4.4 out of 5 stars,,,,
/Amazon-Basics-Laptop-Backpack-Repellent/dp/B09W36L1KL/ref=sr_1_295?keywords=bags&qid=1675272633&sprefix=ba%2Caps%2C283&sr=8-295,"AmazonBasics Laptop Slingbag - 16.5L, Water Repellent and Wear Resistant, Black & Grey","₹1,599",3.8 out of 5 stars,,,,
/Isle-Coco-Hidesign-Womens-Sling/dp/B07L6N38Y3/ref=sr_1_296?keywords=bags&qid=1675272633&sprefix=ba%2Caps%2C283&sr=8-296,Hidesign Women Sling Bag (Silver),"₹2,299",4.3 out of 5 stars,,,,
/Chumbak-Forest-Flowers-Embroidered-Green/dp/B084YYMS2W/ref=sr_1_297?keywords=bags&qid=1675272633&sprefix=ba%2Caps%2C283&sr=8-297,Chumbak Forest Flowers Embroidered Sling Bag - Green,"₹2,396",4.0 out of 5 stars,,,,
/Half-Moon-Curiosity-Backpack-Resistant/dp/B09S3ZK3N1/ref=sr_1_298?keywords=bags&qid=1675272633&sprefix=ba%2Caps%2C283&sr=8-298,Half Moon Curiosity 35L Travel Laptop College School Backpack Water Resistant Slim Durable Fits 15.6 Inch Laptop Notebook with Rain cover (Navy Blue),₹849,3.7 out of 5 stars,,,,
/sspa/click?ie=UTF8&spc=MToxMzQyMDc5OTQwNDc2MzE2OjE2NzUyNzI2MzM6c3BfbXRmOjIwMDk4NDY0Mjg5Nzk4OjowOjo&url=%2FRed-Lemon-Backpack-Multifunctional-Charcoal%2Fdp%2FB0BGSV19KZ%2Fref%3Dsr_1_299_sspa%3Fkeywords%3Dbags%26qid%3D1675272633%26sprefix%3Dba%252Caps%252C283%26sr%3D8-299-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,Red Lemon Swiss Cut Design Medium 26 L Laptop Backpack Outdoor Backpack fits 15.6 inch Multifunctional Laptop Bag Backpack for Men and Women with USB port Anti Theft Travel Backpack,"₹1,899",4.4 out of 5 stars,,,,
/sspa/click?ie=UTF8&spc=MToxMzQyMDc5OTQwNDc2MzE2OjE2NzUyNzI2MzM6c3BfbXRmOjIwMDU2MTA2NzQ2NDA2OjowOjo&url=%2FCosmus-Casual-Navy-Laptop-Backpack%2Fdp%2FB08R7M639Z%2Fref%3Dsr_1_300_sspa%3Fkeywords%3Dbags%26qid%3D1675272633%26sprefix%3Dba%252Caps%252C283%26sr%3D8-300-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,Cosmus ACE Casual Navy 45 cm 22 Ltr Laptop Backpack Bag,₹718,3.9 out of 5 stars,,,,
/Elios-Multipurpose-Shoulder-Crossbody-Charging/dp/B085YBTRCN/ref=sr_1_301?keywords=bags&qid=1675272633&sprefix=ba%2Caps%2C283&sr=8-301,Elios Men's PU Leather Multipurpose Daypack Shoulder Sling Bag Chest Crossbody Shoulder Chest Travel Bag with USB Charging Port Black,₹899,3.9 out of 5 stars,,,,
/Polyester-Crossbody-Messenger-Business-Spacious/dp/B09TL193PL/ref=sr_1_302?keywords=bags&qid=1675272633&sprefix=ba%2Caps%2C283&sr=8-302,CRALOFT Polyester Side Bag For Men/Sling Bag/Crossbody Tablet Messenger Bag For Office Business Travel (Extra Spacious),₹529,4.3 out of 5 stars,,,,
/Wildcraft-Ltrs-Blue-Rucksack-8903338073871/dp/B01G5I8YAI/ref=sr_1_303?keywords=bags&qid=1675272633&sprefix=ba%2Caps%2C283&sr=8-303,Wildcraft 45 Ltrs Blue Rucksack (8903338073871),"₹1,599",4.3 out of 5 stars,,,,
/DZert-Rumble-School-Backpacks-Cartoon/dp/B0994PHBSL/ref=sr_1_304?keywords=bags&qid=1675272633&sprefix=ba%2Caps%2C283&sr=8-304,DZert Kids School Bag Soft Plush Backpacks Cartoon Boys Girls Baby (2-5 Years),₹299,3.7 out of 5 stars,,,,
/ASHAPURA-SUITCASE-Polyester-Backpack-Resistant/dp/B09F5F445M/ref=sr_1_305?keywords=bags&qid=1675272633&sprefix=ba%2Caps%2C283&sr=8-305,"ASHAPURA SUITCASE BAGS Polyester Casual Laptop Backpack, Travel Computer Bag Water Resistant College Work School Bag (Blue)",₹349,,,,,
/Tripole-Alfa-Polyester-Military-Attachment/dp/B07X7XQKH2/ref=sr_1_306?keywords=bags&qid=1675272633&sprefix=ba%2Caps%2C283&sr=8-306,Tripole 45 Ltrs Backpack with Sling Bag Attachment,"₹1,709",4.2 out of 5 stars,,,,
/Prarabdh-Pocket-Shoulder-Strap-Water/dp/B09FZ2N1VQ/ref=sr_1_307?keywords=bags&qid=1675272633&sprefix=ba%2Caps%2C283&sr=8-307,Prarabdh Yoga Mat Bag from Women & Men and Shoulder Strap Water Proof Yoga Mat Cover (Blue Color),₹195,3.6 out of 5 stars,,,,
/Genie-Miami-litres-Casual-Backpack/dp/B07SRGGGNC/ref=sr_1_308?keywords=bags&qid=1675272633&sprefix=ba%2Caps%2C283&sr=8-308,"Genie Miami Laptop Backpack for Women, 16 inches Office Bag, Sky Blue Stylish and Trendy Bag for Office and College",₹695.50,4.2 out of 5 stars,,,,
/sspa/click?ie=UTF8&spc=MToxMzQyMDc5OTQwNDc2MzE2OjE2NzUyNzI2MzM6c3BfYnRmOjIwMDc4OTIwNzc5Mzk4OjowOjo&url=%2FScanSmart-Backpack-Designed-blend-function-612014%2Fdp%2FB09V1GJ7D6%2Fref%3Dsr_1_309_sspa%3Fkeywords%3Dbags%26qid%3D1675272633%26sprefix%3Dba%252Caps%252C283%26sr%3D8-309-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,"Wenger 17.5"" ScanSmart Laptop Backpack, 30 Litres, Black, Swiss Designed-blend of style & function, 612014","₹5,600",4.0 out of 5 stars,,,,
/sspa/click?ie=UTF8&spc=MToxMzQyMDc5OTQwNDc2MzE2OjE2NzUyNzI2MzM6c3BfYnRmOjIwMTE1MTA0OTA4MTk4OjowOjo&url=%2FMOKOBARA-TSBPK12CND22001-Backpack-Happy-Green%2Fdp%2FB08SW9W2FY%2Fref%3Dsr_1_310_sspa%3Fkeywords%3Dbags%26qid%3D1675272633%26sprefix%3Dba%252Caps%252C283%26sr%3D8-310-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,"MOKOBARA Backpack 15.5"" Inch Laptop Backpack For Women (16 litres ) Improved (2022 - Model)","₹4,890",4.4 out of 5 stars,,,,
https://aax-eu.amazon.in/x/c/RGhaCa_VZ9XC7NZOLzREN78AAAGGDge7lwMAAAH2AQBOL0EgICAgICAgICAgICBOL0EgICAgICAgICAgICBpSDna/https://www.amazon.in/dp/B085MHDJ93?pd_rd_i=B085MHDJ93&pf_rd_p=cbfd6809-5a3a-4d5d-a1b3-c5abcf5b2572&pf_rd_r=Q0EQ692A9Z28FAAGYYTH&pd_rd_wg=ul0Wy&pd_rd_w=UEm2x&pd_rd_r=799261a2-0855-4685-87f1-21d0128099e1,Half Moon 35 ltrs (33 cms)backpack(Navy Laptop Bags_navy blue),₹689,3.9 out of 5 stars,,,,Brand: Half Moon
/sspa/click?ie=UTF8&spc=MToyNzI3MDY4ODU1ODA5ODMzOjE2NzUyNzI2MzQ6c3BfYXRmX25leHQ6MjAxMDQxNDAyNjQyOTg6OjA6Og&url=%2FURBAN-TRIBE-Move-Backpack-Repellent%2Fdp%2FB0BP1QM6W5%2Fref%3Dsr_1_305_sspa%3Fkeywords%3Dbags%26qid%3D1675272634%26sprefix%3Dba%252Caps%252C283%26sr%3D8-305-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1%26smid%3DA385M0TPSNV7VS,URBAN TRIBE Move Travel/Office/Casual/Laptop Backpack,₹798,3.5 out of 5 stars,,,,
/sspa/click?ie=UTF8&spc=MToyNzI3MDY4ODU1ODA5ODMzOjE2NzUyNzI2MzQ6c3BfYXRmX25leHQ6MjAxMDQxNDAyNjM2OTg6OjA6Og&url=%2FUrban-Tribe-Laptop-Backpack-Havana%2Fdp%2FB01LXNNFDF%2Fref%3Dsr_1_306_sspa%3Fkeywords%3Dbags%26qid%3D1675272634%26sprefix%3Dba%252Caps%252C283%26sr%3D8-306-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,"URBAN TRIBE Havana 15.6"" inch Laptop Backpack for Men and Women | 27L Office/Work/Casual Bag | Water Repellent | Black",₹998,3.9 out of 5 stars,,,,
/Resistance-Backpack-Students-Compartment-50x37x26Cm/dp/B09X5Y2CB2/ref=sr_1_307?keywords=bags&qid=1675272634&sprefix=ba%2Caps%2C283&sr=8-307,wooum 48 L Casual Water Resistance Laptop Bag / Backpack for Men Women Boys Girls / Office School College Teens & Students with 15.6 Inch Laptop Compartment 50x37x26Cm,₹597.55,3.7 out of 5 stars,,,,
/Red-Lemon-Plus-15-6-inch-Travelling/dp/B09ZYRG5BG/ref=sr_1_308?keywords=bags&qid=1675272634&sprefix=ba%2Caps%2C283&sr=8-308,"Red Lemon Titan Ultrafit Plus Bange Series 15.6-inch Laptop Bags Backpacks for Men and Women 55L Outdoor and Camping 3in1 Office Bags, Travelling, Hiking Backpack with Water Bottle Holder (Black)","₹3,999",4.5 out of 5 stars,,,,
/sspa/click?ie=UTF8&spc=MToyNzI3MDY4ODU1ODA5ODMzOjE2NzUyNzI2MzQ6c3BfbXRmOjIwMDk4NDY0Mjg5Nzk4OjowOjo&url=%2FRed-Lemon-Backpack-Multifunctional-Charcoal%2Fdp%2FB0BGSV19KZ%2Fref%3Dsr_1_309_sspa%3Fkeywords%3Dbags%26qid%3D1675272634%26sprefix%3Dba%252Caps%252C283%26sr%3D8-309-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,Red Lemon Swiss Cut Design Medium 26 L Laptop Backpack Outdoor Backpack fits 15.6 inch Multifunctional Laptop Bag Backpack for Men and Women with USB port Anti Theft Travel Backpack,"₹1,899",4.4 out of 5 stars,,,,
/sspa/click?ie=UTF8&spc=MToyNzI3MDY4ODU1ODA5ODMzOjE2NzUyNzI2MzQ6c3BfbXRmOjIwMDIyMzA1MzQ2MzA2OjowOjo&url=%2FCOSMUS-Polyester-Multi-functional-Convertible-15-6-Inch%2Fdp%2FB07D1R1K84%2Fref%3Dsr_1_310_sspa%3Fkeywords%3Dbags%26qid%3D1675272634%26sprefix%3Dba%252Caps%252C283%26sr%3D8-310-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,COSMUS Agility Convertible Backpack Messenger Bag Shoulder bag Laptop Case Handbag Business Briefcase Multi-functional Travel Bag Fits 15.6 Inch Laptop,"₹1,862",4.2 out of 5 stars,,,,
/sspa/click?ie=UTF8&spc=MToyNzI3MDY4ODU1ODA5ODMzOjE2NzUyNzI2MzQ6c3BfYnRmOjIwMTAzOTY5MjQ1NTk4OjowOjo&url=%2FVertical-Polyester-Backpack-8903496163575-33X16X47%2Fdp%2FB09FGH5JFP%2Fref%3Dsr_1_311_sspa%3Fkeywords%3Dbags%26qid%3D1675272634%26sprefix%3Dba%252Caps%252C283%26sr%3D8-311-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,The Vertical Unisex 25 Ltrs Laptop Backpack (Up to 14 Inch) With 2 Compartments,₹700,3.5 out of 5 stars,,,,
/sspa/click?ie=UTF8&spc=MToyNzI3MDY4ODU1ODA5ODMzOjE2NzUyNzI2MzQ6c3BfYnRmOjIwMDc4OTIwNzc5Mzk4OjowOjo&url=%2FScanSmart-Backpack-Designed-blend-function-612014%2Fdp%2FB09V1GJ7D6%2Fref%3Dsr_1_312_sspa%3Fkeywords%3Dbags%26qid%3D1675272634%26sprefix%3Dba%252Caps%252C283%26sr%3D8-312-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,"Wenger 17.5"" ScanSmart Laptop Backpack, 30 Litres, Black, Swiss Designed-blend of style & function, 612014","₹5,600",4.0 out of 5 stars,,,,
https://aax-eu.amazon.in/x/c/RJPUxsYWXFXT7WFjqj-oA7EAAAGGDgfCZAMAAAH2AQBOL0EgICAgICAgICAgICBOL0EgICAgICAgICAgICCXRq2j/https://www.amazon.in/dp/B085MHDJ93?pd_rd_i=B085MHDJ93&pf_rd_p=cbfd6809-5a3a-4d5d-a1b3-c5abcf5b2572&pf_rd_r=9NAC6SWFSDA484CGC424&pd_rd_wg=cvJxn&pd_rd_w=xjzAg&pd_rd_r=ece70a08-f120-45df-a8ff-3a9eeece97c3,Half Moon 35 ltrs (33 cms)backpack(Navy Laptop Bags_navy blue),₹689,3.9 out of 5 stars,,,,Brand: Half Moon
